Country_Target_Encoded,Year,temperature
0.6366290322580646,1976,0.0
0.6366290322580646,1977,0.0
0.6366290322580646,1978,0.0
0.6366290322580646,1979,0.0
0.6366290322580646,1980,0.0
0.6366290322580646,1981,0.0
0.6366290322580646,1982,0.0
0.6366290322580646,1983,0.0
0.6366290322580646,1984,0.0
0.6366290322580646,1985,0.0
0.6366290322580646,1986,0.0
0.6366290322580646,1987,0.0
0.6366290322580646,1988,0.0
0.6366290322580646,1989,0.0
0.6366290322580646,1990,0.0
0.6366290322580646,1991,0.0
0.6366290322580646,1992,0.476
0.6366290322580646,1993,-0.724
0.6366290322580646,1994,1.165
0.6366290322580646,1995,0.959
0.6366290322580646,1996,-0.405
0.6366290322580646,1997,-0.328
0.6366290322580646,1998,0.741
0.6366290322580646,1999,1.169
0.6366290322580646,2000,1.439
0.6366290322580646,2001,1.809
0.6366290322580646,2002,1.553
0.6366290322580646,2003,-0.252
0.6366290322580646,2004,0.93
0.6366290322580646,2005,1.023
0.6366290322580646,2006,0.27
0.6366290322580646,2007,2.379
0.6366290322580646,2008,1.621
0.6366290322580646,2009,1.607
0.6366290322580646,2010,1.649
0.6366290322580646,2011,0.581
0.6366290322580646,2012,1.957
0.6366290322580646,2013,1.522
0.6366290322580646,2014,1.718
0.6366290322580646,2015,2.075
0.6366290322580646,2016,2.114
0.6366290322580646,2017,1.419
0.6366290322580646,2018,2.242
0.6366290322580646,2019,2.37
0.6366290322580646,2020,3.026
0.6366290322580646,2021,1.435
0.6366290322580646,2022,1.931
0.42588709677419356,1961,-0.285
0.42588709677419356,1962,0.538
0.42588709677419356,1963,0.369
0.42588709677419356,1964,-0.287
0.42588709677419356,1965,0.211
0.42588709677419356,1966,0.276
0.42588709677419356,1967,-0.057
0.42588709677419356,1968,-0.616
0.42588709677419356,1969,0.574
0.42588709677419356,1970,0.422
0.42588709677419356,1971,-0.151
0.42588709677419356,1972,-0.801
0.42588709677419356,1973,-0.329
0.42588709677419356,1974,-0.46
0.42588709677419356,1975,-0.332
0.42588709677419356,1976,-0.562
0.42588709677419356,1977,0.391
0.42588709677419356,1978,0.037
0.42588709677419356,1979,0.445
0.42588709677419356,1980,0.372
0.42588709677419356,1981,0.225
0.42588709677419356,1982,-0.325
0.42588709677419356,1983,-0.697
0.42588709677419356,1984,-0.187
0.42588709677419356,1985,0.138
0.42588709677419356,1986,0.191
0.42588709677419356,1987,0.162
0.42588709677419356,1988,0.191
0.42588709677419356,1989,-0.31
0.42588709677419356,1990,0.241
0.42588709677419356,1991,-0.282
0.42588709677419356,1992,-0.667
0.42588709677419356,1993,-0.038
0.42588709677419356,1994,0.381
0.42588709677419356,1995,-0.198
0.42588709677419356,1996,0.306
0.42588709677419356,1997,-0.342
0.42588709677419356,1998,0.968
0.42588709677419356,1999,1.293
0.42588709677419356,2000,0.681
0.42588709677419356,2001,0.56
0.42588709677419356,2002,1.123
0.42588709677419356,2003,1.052
0.42588709677419356,2004,1.052
0.42588709677419356,2005,0.725
0.42588709677419356,2006,1.255
0.42588709677419356,2007,0.802
0.42588709677419356,2008,0.777
0.42588709677419356,2009,0.896
0.42588709677419356,2010,1.482
0.42588709677419356,2011,1.121
0.42588709677419356,2012,1.086
0.42588709677419356,2013,0.739
0.42588709677419356,2014,0.909
0.42588709677419356,2015,1.556
0.42588709677419356,2016,1.059
0.42588709677419356,2017,1.632
0.42588709677419356,2018,1.498
0.42588709677419356,2019,1.204
0.42588709677419356,2020,1.21
0.42588709677419356,2021,1.699
0.42588709677419356,2022,1.482
0.4659516129032258,1961,0.491
0.4659516129032258,1962,-0.734
0.4659516129032258,1963,-0.868
0.4659516129032258,1964,0.025
0.4659516129032258,1965,-0.575
0.4659516129032258,1966,-0.137
0.4659516129032258,1967,0.22
0.4659516129032258,1968,-0.07
0.4659516129032258,1969,-0.213
0.4659516129032258,1970,-0.076
0.4659516129032258,1971,0.254
0.4659516129032258,1972,-0.055
0.4659516129032258,1973,0.203
0.4659516129032258,1974,-0.062
0.4659516129032258,1975,0.604
0.4659516129032258,1976,0.729
0.4659516129032258,1977,-0.323
0.4659516129032258,1978,0.07
0.4659516129032258,1979,-0.781
0.4659516129032258,1980,-0.022
0.4659516129032258,1981,0.176
0.4659516129032258,1982,0.118
0.4659516129032258,1983,0.348
0.4659516129032258,1984,0.337
0.4659516129032258,1985,-0.522
0.4659516129032258,1986,-0.594
0.4659516129032258,1987,-0.283
0.4659516129032258,1988,0.307
0.4659516129032258,1989,1.145
0.4659516129032258,1990,1.016
0.4659516129032258,1991,0.21
0.4659516129032258,1992,0.522
0.4659516129032258,1993,-0.015
0.4659516129032258,1994,0.413
0.4659516129032258,1995,1.119
0.4659516129032258,1996,-0.142
0.4659516129032258,1997,0.882
